Senser01,Senser03,Senser02
3595,-4912,125
3596,-4912,125
3597,-4912,125
3598,-4912,125
3599,-4912,125
3600,-4912,125
3601,-4912,126
3602,-4912,126
3603,-4912,126
3604,-4912,126
3605,-4912,126
3606,-4912,126
3607,-4912,127
3608,-4912,127
3609,-4912,127
3610,-4912,127
3611,-4912,127
3612,-4912,127
3613,-4912,128
3614,-4912,128
3615,-4912,128
3616,-4912,128
3617,-4912,128
3618,-4912,128
3619,-4912,128
3620,-4912,129
3621,-4912,129
3622,-4912,129
3623,-4912,129
3624,-4912,129
3625,-4912,129
3626,-4912,130
3627,-4912,130
3628,-4912,130
3629,-4912,130
3630,-4912,130
3631,-4912,130
3632,-4912,131
3633,-4912,131
3634,-4912,131
3635,-4912,131
3636,-4912,131
3637,-4912,131
3638,-4912,132
3639,-4912,132
3640,-4912,132
3641,-4912,132
3642,-4912,132
3643,-4912,132
3644,-4912,133
3645,-4912,133
3646,-4912,133
3647,-4912,133
3648,-4912,133
3649,-4912,133
3650,-4912,134
3651,-4912,134
3652,-4912,134
3653,-4912,134
3654,-4912,134
3655,-4912,134
3656,-4912,135
3657,-4912,135
3658,-4912,135
3659,-4912,135
3660,-4912,135
3661,-4912,135
3662,-4912,136
3663,-4912,136
3664,-4912,136
3665,-4912,136
3666,-4912,136
3667,-4912,136
3668,-4912,137
3669,-4912,137
3670,-4912,137
3671,-4912,137
3672,-4912,137
3673,-4912,137
3674,-4912,137
3675,-4912,138
3676,-4912,138
3677,-4912,138
3678,-4912,138
3679,-4912,138
3680,-4912,138
3681,-4912,139
3682,-4912,139
3683,-4912,139
3684,-4912,139
3685,-4912,139
3686,-4912,139
3687,-4912,140
3688,-4912,140
3689,-4912,140
3690,-4912,140
3691,-4912,140
3692,-4912,140
3693,-4912,141
3694,-4912,141
3695,-4912,141
3696,-4912,141
3697,-4912,141
3698,-4912,141
3699,-4912,142
3700,-4912,142
3701,-4912,142
3702,-4912,142
3703,-4912,142
3704,-4912,142
3705,-4912,143
3706,-4912,143
3707,-4912,143
3708,-4912,143
3709,-4912,143
3710,-4912,143
3711,-4912,144
3712,-4912,144
3713,-4912,144
3714,-4912,144
3715,-4912,144
3716,-4912,144
3717,-4912,145
3718,-4912,145
3719,-4912,145
3720,-4912,145
3721,-4912,145
3722,-4912,145
3723,-4912,146
3724,-4912,146
3725,-4912,146
3726,-4912,146
3727,-4912,146
3728,-4912,146
3729,-4912,146
3730,-4912,147
3731,-4912,147
3732,-4912,147
3733,-4912,147
3734,-4912,147
3735,-4912,147
3736,-4912,148
3737,-4912,148
3738,-4912,148
3739,-4912,148
3740,-4912,148
3741,-4912,148
3742,-4912,149
3743,-4912,149
3744,-4912,149
3745,-4912,149
3746,-4912,149
3747,-4912,149
3748,-4912,150
3749,-4912,150
3750,-4912,150
3751,-4912,150
3752,-4912,150
3753,-4912,150
3754,-4912,151
3755,-4912,151
3756,-4912,151
3757,-4912,152
3758,-4912,152
3759,-4912,152
3760,-4912,153
3761,-4912,153
3762,-4912,153
3763,-4912,154
3764,-4912,154
3765,-4912,155
3766,-4912,155
3767,-4912,156
3768,-4912,157
3769,-4912,157
3770,-4912,158
3771,-4912,158
3772,-4912,159
3773,-4912,160
3774,-4912,160
3775,-4912,161
3776,-4912,162
3777,-4912,163
3778,-4912,163
3779,-4912,164
3780,-4912,165
3781,-4912,166
3782,-4912,167
3783,-4912,168
3784,-4912,169
3785,-4912,170
3786,-4912,170
3787,-4912,172
3788,-4912,173
3789,-4912,174
3790,-4912,175
3791,-4912,176
3792,-4912,177
3793,-4912,178
3794,-4912,179
3795,-4912,180
3796,-4912,181
3797,-4912,183
3798,-4912,184
3799,-4912,185
3800,-4912,187
3801,-4912,188
3802,-4912,189
3803,-4912,191
3804,-4912,192
3805,-4912,193
3806,-4912,195
3807,-4912,196
3808,-4912,198
3809,-4912,199
3810,-4912,201
3811,-4912,202
3812,-4912,204
3813,-4912,205
3814,-4912,207
3815,-4912,208
3816,-4912,210
3817,-4912,212
3818,-4912,213
3819,-4912,215
3820,-4912,217
3821,-4912,218
3822,-4912,220
3823,-4912,222
3824,-4912,224
3825,-4912,226
3826,-4912,227
3827,-4912,229
3828,-4912,231
3829,-4912,233
3830,-4912,235
3831,-4912,236
3832,-4912,239
3833,-4912,241
3834,-4912,242
3835,-4912,245
3836,-4912,246
3837,-4912,249
3838,-4912,251
3839,-4912,253
3840,-4912,255
3841,-4912,257
3842,-4912,259
3843,-4912,261
3844,-4912,263
3845,-4912,266
3846,-4912,267
3847,-4912,270
3848,-4912,272
3849,-4912,274
3850,-4912,277
3851,-4912,279
3852,-4912,281
3853,-4912,284
3854,-4912,286
3855,-4912,289
3856,-4912,291
3857,-4912,293
3858,-4912,296
3859,-4912,298
3860,-4912,301
3861,-4912,303
3862,-4912,306
3863,-4912,308
3864,-4912,310
3865,-4912,313
3866,-4912,315
3867,-4912,318
3868,-4912,321
3869,-4912,323
3870,-4912,326
3871,-4912,329
3872,-4912,332
3873,-4912,334
3874,-4912,337
3875,-4912,340
3876,-4912,342
3877,-4912,345
3878,-4912,348
3879,-4912,351
3880,-4912,354
3881,-4912,356
3882,-4912,359
3883,-4912,362
3884,-4912,365
3885,-4912,368
3886,-4912,370
3887,-4912,374
3888,-4912,377
3889,-4912,379
3890,-4912,383
3891,-4912,385
3892,-4912,389
3893,-4912,392
3894,-4912,394
3895,-4912,398
3896,-4912,400
3897,-4912,404
3898,-4912,407
3899,-4912,410
3900,-4912,413
3901,-4912,416
3902,-4912,419
3903,-4912,423
3904,-4912,426
3905,-4912,429
3906,-4912,432
3907,-4912,435
3908,-4912,439
3909,-4912,442
3910,-4912,445
3911,-4912,448
3912,-4912,452
3913,-4912,456
3914,-4912,458
3915,-4912,462
3916,-4912,465
3917,-4912,469
3918,-4912,472
3919,-4912,475
3920,-4912,479
3921,-4912,482
3922,-4912,486
3923,-4912,490
3924,-4912,493
3925,-4912,497
3926,-4912,499
3927,-4912,503
3928,-4912,507
3929,-4912,510
3930,-4912,514
3931,-4912,517
3932,-4912,521
3933,-4912,525
3934,-4912,528
3935,-4912,532
3936,-4912,535
3937,-4912,539
3938,-4912,544
3939,-4912,547
3940,-4912,551
3941,-4912,554
3942,-4912,558
3943,-4912,562
3944,-4912,565
3945,-4912,569
3946,-4912,573
3947,-4912,577
3948,-4912,581
3949,-4912,584
3950,-4912,589
3951,-4912,592
3952,-4912,596
3953,-4912,600
3954,-4912,604
3955,-4912,608
3956,-4912,611
3957,-4912,616
3958,-4912,620
3959,-4912,623
3960,-4912,628
3961,-4912,631
3962,-4912,635
3963,-4912,640
3964,-4912,643
3965,-4912,648
3966,-4912,651
3967,-4912,655
3968,-4912,660
3969,-4912,663
3970,-4912,668
3971,-4912,671
3972,-4912,676
3973,-4912,680
3974,-4912,684
3975,-4912,688
3976,-4912,692
3977,-4912,696
3978,-4912,701
3979,-4912,705
3980,-4912,709
3981,-4912,713
3982,-4912,717
3983,-4912,722
3984,-4912,726
3985,-4912,730
3986,-4912,734
3987,-4912,739
3988,-4912,743
3989,-4912,747
3990,-4912,752
3991,-4912,755
3992,-4912,760
3993,-4912,765
3994,-4912,769
3995,-4912,773
3996,-4912,777
3997,-4912,782
3998,-4912,787
3999,-4912,790
4000,-4912,795
4001,-4912,799
4002,-4912,804
4003,-4912,809
4004,-4912,812
4005,-4912,817
4006,-4912,821
4007,-4912,826
4008,-4912,831
4009,-4912,835
4010,-4912,840
4011,-4912,843
4012,-4912,848
4013,-4912,853
4014,-4912,857
4015,-4912,862
4016,-4912,866
4017,-4912,871
4018,-4912,876
4019,-4912,880
4020,-4912,885
4021,-4912,889
4022,-4912,894
4023,-4912,899
4024,-4912,903
4025,-4912,908
4026,-4912,912
4027,-4912,917
4028,-4912,922
4029,-4912,926
4030,-4912,931
4031,-4912,935
4032,-4912,940
4033,-4912,946
4034,-4912,950
4035,-4912,955
4036,-4912,959
4037,-4912,964
4038,-4912,969
4039,-4912,973
4040,-4912,978
4041,-4912,982
4042,-4912,988
4043,-4912,993
4044,-4912,997
4045,-4912,1002
4046,-4912,1006
4047,-4912,1011
4048,-4912,1017
4049,-4912,1021
4050,-4912,1026
4051,-4912,1030
4052,-4912,1035
4053,-4912,1041
4054,-4912,1045
4055,-4912,1050
4056,-4912,1054
4057,-4912,1060
4058,-4912,1065
4059,-4912,1069
4060,-4912,1074
4061,-4912,1079
4062,-4912,1084
4063,-4912,1089
4064,-4912,1093
4065,-4912,1099
4066,-4912,1103
4067,-4912,1108
4068,-4912,1114
4069,-4912,1118
4070,-4912,1124
4071,-4912,1128
4072,-4912,1133
4073,-4912,1139
4074,-4912,1143
4075,-4912,1148
4076,-4912,1152
4077,-4912,1158
4078,-4912,1163
4079,-4912,1168
4080,-4912,1173
4081,-4912,1177
4082,-4912,1183
4083,-4912,1188
4084,-4912,1192
4085,-4912,1198
4086,-4912,1202
4087,-4912,1208
4088,-4912,1213
4089,-4912,1218
4090,-4912,1223
4091,-4912,1227
4092,-4912,1233
4093,-4912,1239
4094,-4912,1243
4095,-4912,1248
4096,-4912,1253
4097,-4912,1258
4098,-4912,1264
4099,-4912,1268
4100,-4912,1274
4101,-4912,1278
4102,-4912,1284
4103,-4912,1289
4104,-4912,1293
4105,-4912,1299
4106,-4912,1303
4107,-4912,1309
4108,-4912,1315
4109,-4912,1319
4110,-4912,1325
4111,-4912,1329
4112,-4912,1334
4113,-4912,1340
4114,-4912,1344
4115,-4912,1350
4116,-4912,1354
4117,-4912,1360
4118,-4912,1366
4119,-4912,1370
4120,-4912,1376
4121,-4912,1380
4122,-4912,1386
4123,-4912,1391
4124,-4912,1396
4125,-4912,1401
4126,-4912,1406
4127,-4912,1411
4128,-4912,1417
4129,-4912,1421
4130,-4912,1427
4131,-4912,1431
4132,-4912,1437
4133,-4912,1443
4134,-4912,1447
4135,-4912,1453
4136,-4912,1457
4137,-4912,1463
4138,-4912,1469
4139,-4912,1473
4140,-4912,1479
4141,-4912,1483
4142,-4912,1489
4143,-4912,1495
4144,-4912,1499
4145,-4912,1505
4146,-4912,1509
4147,-4912,1515
4148,-4912,1521
4149,-4912,1525
4150,-4912,1531
4151,-4912,1535
4152,-4912,1541
4153,-4912,1546
4154,-4912,1551
4155,-4912,1557
4156,-4912,1561
4157,-4912,1567
4158,-4912,1572
4159,-4912,1577
4160,-4912,1583
4161,-4912,1587
4162,-4912,1593
4163,-4912,1598
4164,-4912,1603
4165,-4912,1608
4166,-4912,1613
4167,-4912,1619
4168,-4912,1624
4169,-4912,1629
4170,-4912,1634
4171,-4912,1639
4172,-4912,1644
4173,-4912,1650
4174,-4912,1655
4175,-4912,1660
4176,-4912,1665
4177,-4912,1670
4178,-4912,1676
4179,-4912,1680
4180,-4912,1686
4181,-4912,1690
4182,-4912,1696
4183,-4912,1702
4184,-4912,1706
4185,-4912,1712
4186,-4912,1716
4187,-4912,1722
4188,-4912,1727
4189,-4912,1732
4190,-4912,1737
4191,-4912,1742
4192,-4912,1747
4193,-4912,1753
4194,-4912,1757
4195,-4912,1763
4196,-4912,1767
4197,-4912,1773
4198,-4912,1779
4199,-4912,1783
4200,-4912,1788
4201,-4912,1793
4202,-4912,1798
4203,-4912,1804
4204,-4912,1808
4205,-4912,1814
4206,-4912,1818
4207,-4912,1824
4208,-4912,1829
4209,-4912,1834
4210,-4912,1839
4211,-4912,1843
4212,-4912,1849
4213,-4912,1855
4214,-4912,1859
4215,-4912,1865
4216,-4912,1869
4217,-4912,1874
4218,-4912,1880
4219,-4912,1884
4220,-4912,1890
4221,-4912,1894
4222,-4912,1900
4223,-4912,1905
4224,-4912,1909
4225,-4912,1915
4226,-4912,1919
4227,-4912,1925
4228,-4912,1930
4229,-4912,1934
4230,-4912,1940
4231,-4912,1944
4232,-4912,1950
4233,-4912,1955
4234,-4912,1959
4235,-4912,1965
4236,-4912,1969
4237,-4912,1975
4238,-4912,1980
4239,-4912,1984
4240,-4912,1990
4241,-4912,1994
4242,-4912,2000
4243,-4912,2005
4244,-4912,2009
4245,-4912,2015
4246,-4912,2019
4247,-4912,2024
4248,-4912,2030
4249,-4912,2034
4250,-4912,2040
4251,-4912,2044
4252,-4912,2049
4253,-4912,2055
4254,-4912,2059
4255,-4912,2064
4256,-4912,2068
4257,-4912,2074
4258,-4912,2079
4259,-4912,2084
4260,-4912,2089
4261,-4912,2093
4262,-4912,2099
4263,-4912,2104
4264,-4912,2108
4265,-4912,2114
4266,-4912,2118
4267,-4912,2123
4268,-4912,2129
4269,-4912,2133
4270,-4912,2138
4271,-4912,2142
4272,-4912,2148
4273,-4912,2153
4274,-4912,2157
4275,-4912,2163
4276,-4912,2167
4277,-4912,2172
4278,-4912,2178
4279,-4912,2182
4280,-4912,2187
4281,-4912,2191
4282,-4912,2197
4283,-4912,2202
4284,-4912,2206
4285,-4912,2211
4286,-4912,2215
4287,-4912,2221
4288,-4912,2226
4289,-4912,2230
4290,-4912,2236
4291,-4912,2240
4292,-4912,2245
4293,-4912,2251
4294,-4912,2255
4295,-4912,2260
4296,-4912,2264
4297,-4912,2269
4298,-4912,2275
4299,-4912,2279
4300,-4912,2284
4301,-4912,2288
4302,-4912,2294
4303,-4912,2299
4304,-4912,2303
4305,-4912,2308
4306,-4912,2312
4307,-4912,2318
4308,-4912,2323
4309,-4912,2327
4310,-4912,2332
4311,-4912,2336
4312,-4912,2342
4313,-4912,2347
4314,-4912,2351
4315,-4912,2356
4316,-4912,2360
4317,-4912,2366
4318,-4912,2371
4319,-4912,2375
4320,-4912,2380
4321,-4912,2384
4322,-4912,2390
4323,-4912,2395
4324,-4912,2399
4325,-4912,2404
4326,-4912,2408
4327,-4912,2413
4328,-4912,2419
4329,-4912,2423
4330,-4912,2428
4331,-4912,2432
4332,-4912,2437
4333,-4912,2443
4334,-4912,2446
4335,-4912,2452
4336,-4912,2456
4337,-4912,2461
4338,-4912,2466
4339,-4912,2470
4340,-4912,2475
4341,-4912,2479
4342,-4912,2485
4343,-4912,2490
4344,-4912,2494
4345,-4912,2499
4346,-4912,2503
4347,-4912,2508
4348,-4912,2514
4349,-4912,2517
4350,-4912,2523
4351,-4912,2527
4352,-4912,2532
4353,-4912,2537
4354,-4912,2541
4355,-4912,2546
4356,-4912,2550
4357,-4912,2555
4358,-4912,2561
4359,-4912,2565
4360,-4912,2570
4361,-4912,2574
4362,-4912,2579
4363,-4912,2584
4364,-4912,2588
4365,-4912,2593
4366,-4912,2597
4367,-4912,2602
4368,-4912,2607
4369,-4912,2611
4370,-4912,2617
4371,-4912,2620
4372,-4912,2626
4373,-4912,2631
4374,-4912,2635
4375,-4912,2640
4376,-4912,2644
4377,-4912,2649
4378,-4912,2654
4379,-4912,2658
4380,-4912,2663
4381,-4912,2667
4382,-4912,2672
4383,-4912,2677
4384,-4912,2681
4385,-4912,2686
4386,-4912,2690
4387,-4912,2695
4388,-4912,2700
4389,-4912,2704
4390,-4912,2709
4391,-4912,2713
4392,-4912,2718
4393,-4912,2723
4394,-4912,2727
4395,-4912,2732
4396,-4912,2736
4397,-4912,2741
4398,-4912,2746
4399,-4912,2750
4400,-4912,2755
4401,-4912,2759
4402,-4912,2764
4403,-4912,2769
4404,-4912,2773
4405,-4912,2778
4406,-4912,2782
4407,-4912,2787
4408,-4912,2792
4409,-4912,2796
4410,-4912,2801
4411,-4912,2805
4412,-4912,2810
4413,-4912,2815
4414,-4912,2819
4415,-4912,2824
4416,-4912,2828
4417,-4912,2833
4418,-4912,2838
4419,-4912,2842
4420,-4912,2847
4421,-4912,2851
4422,-4912,2856
4423,-4912,2861
4424,-4912,2865
4425,-4912,2870
4426,-4912,2873
4427,-4912,2878
4428,-4912,2883
4429,-4912,2887
4430,-4912,2892
4431,-4912,2896
4432,-4912,2901
4433,-4912,2906
4434,-4912,2910
4435,-4912,2915
4436,-4912,2919
4437,-4912,2924
4438,-4912,2929
4439,-4912,2932
4440,-4912,2937
4441,-4912,2941
4442,-4912,2946
4443,-4912,2951
4444,-4912,2955
4445,-4912,2960
4446,-4912,2964
4447,-4912,2969
4448,-4912,2974
4449,-4912,2977
4450,-4912,2982
4451,-4912,2986
4452,-4912,2991
4453,-4912,2996
4454,-4912,3000
4455,-4912,3005
4456,-4912,3008
4457,-4912,3013
4458,-4912,3018
4459,-4912,3022
4460,-4912,3027
4461,-4912,3031
4462,-4912,3036
4463,-4912,3040
4464,-4912,3044
4465,-4912,3049
4466,-4912,3053
4467,-4912,3058
4468,-4912,3063
4469,-4912,3066
4470,-4912,3071
4471,-4912,3075
4472,-4912,3080
4473,-4912,3085
4474,-4912,3088
4475,-4912,3093
4476,-4912,3097
4477,-4912,3102
4478,-4912,3107
4479,-4912,3111
4480,-4912,3115
4481,-4912,3119
4482,-4912,3124
4483,-4912,3129
4484,-4912,3133
4485,-4912,3137
4486,-4912,3141
4487,-4912,3146
4488,-4912,3151
4489,-4912,3154
4490,-4912,3159
4491,-4912,3163
4492,-4912,3168
4493,-4912,3173
4494,-4912,3176
4495,-4912,3181
4496,-4912,3185
4497,-4912,3190
4498,-4912,3194
4499,-4912,3198
4500,-4912,3203
4501,-4912,3207
4502,-4912,3211
4503,-4912,3216
4504,-4912,3220
4505,-4912,3225
4506,-4912,3228
4507,-4912,3233
4508,-4912,3238
4509,-4912,3241
4510,-4912,3246
4511,-4912,3250
4512,-4912,3255
4513,-4912,3259
4514,-4912,3263
4515,-4912,3268
4516,-4912,3271
4517,-4912,3276
4518,-4912,3281
4519,-4912,3285
4520,-4912,3289
4521,-4912,3293
4522,-4912,3298
4523,-4912,3302
4524,-4912,3306
4525,-4912,3311
4526,-4912,3314
4527,-4912,3319
4528,-4912,3324
4529,-4912,3327
4530,-4912,3332
4531,-4912,3336
4532,-4912,3340
4533,-4912,3345
4534,-4912,3349
4535,-4912,3354
4536,-4912,3357
4537,-4912,3362
4538,-4912,3366
4539,-4912,3370
4540,-4912,3375
4541,-4912,3378
4542,-4912,3383
4543,-4912,3388
4544,-4912,3391
4545,-4912,3396
4546,-4912,3399
4547,-4912,3404
4548,-4912,3409
4549,-4912,3412
4550,-4912,3417
4551,-4912,3421
4552,-4912,3425
4553,-4912,3430
4554,-4912,3433
4555,-4912,3438
4556,-4912,3442
4557,-4912,3446
4558,-4912,3451
4559,-4912,3454
4560,-4912,3459
4561,-4912,3462
4562,-4912,3467
4563,-4912,3472
4564,-4912,3475
4565,-4912,3480
4566,-4912,3483
4567,-4912,3488
4568,-4912,3493
4569,-4912,3496
4570,-4912,3501
4571,-4912,3504
4572,-4912,3509
4573,-4912,3513
4574,-4912,3517
4575,-4912,3521
4576,-4912,3525
4577,-4912,3529
4578,-4912,3534
4579,-4912,3537
4580,-4912,3542
4581,-4912,3545
4582,-4912,3550
4583,-4912,3555
4584,-4912,3558
4585,-4912,3563
4586,-4912,3566
4587,-4912,3571
4588,-4912,3575
4589,-4912,3579
4590,-4912,3583
4591,-4912,3587
4592,-4912,3591
4593,-4912,3596
4594,-4912,3599
4595,-4912,3604
4596,-4912,3607
4597,-4912,3611
4598,-4912,3616
4599,-4912,3619
4600,-4912,3624
4601,-4912,3627
4602,-4912,3632
4603,-4912,3636
4604,-4912,3640
4605,-4912,3644
4606,-4912,3648
4607,-4912,3652
4608,-4912,3657
4609,-4912,3660
4610,-4912,3664
4611,-4912,3668
4612,-4912,3672
4613,-4912,3677
4614,-4912,3680
4615,-4912,3685
4616,-4912,3688
4617,-4912,3692
4618,-4912,3697
4619,-4912,3700
4620,-4912,3705
4621,-4912,3708
4622,-4912,3712
4623,-4912,3717
4624,-4912,3720
4625,-4912,3724
4626,-4912,3728
4627,-4912,3732
4628,-4912,3737
4629,-4912,3740
4630,-4912,3744
4631,-4912,3748
4632,-4912,3752
4633,-4912,3756
4634,-4912,3760
4635,-4912,3764
4636,-4912,3767
4637,-4912,3772
4638,-4912,3776
4639,-4912,3779
4640,-4912,3784
4641,-4912,3787
4642,-4912,3791
4643,-4912,3796
4644,-4912,3799
4645,-4912,3803
4646,-4912,3807
4647,-4912,3811
4648,-4912,3815
4649,-4912,3819
4650,-4912,3823
4651,-4912,3826
4652,-4912,3831
4653,-4912,3835
4654,-4912,3838
4655,-4912,3842
4656,-4912,3846
4657,-4912,3850
4658,-4912,3854
4659,-4912,3857
4660,-4912,3862
4661,-4912,3865
4662,-4912,3869
4663,-4912,3874
4664,-4912,3877
4665,-4912,3881
4666,-4912,3884
4667,-4912,3889
4668,-4912,3893
4669,-4912,3896
4670,-4912,3900
4671,-4912,3903
4672,-4912,3908
4673,-4912,3912
4674,-4912,3915
4675,-4912,3919
4676,-4912,3923
4677,-4912,3927
4678,-4912,3931
4679,-4912,3934
4680,-4912,3938
4681,-4912,3941
4682,-4912,3946
4683,-4912,3950
4684,-4912,3953
4685,-4912,3957
4686,-4912,3960
4687,-4912,3965
4688,-4912,3969
4689,-4912,3972
4690,-4912,3976
4691,-4912,3979
4692,-4912,3983
4693,-4912,3988
4694,-4912,3991
4695,-4912,3995
4696,-4912,3998
4697,-4912,4002
4698,-4912,4006
4699,-4912,4009
4700,-4912,4013
4701,-4912,4017
4702,-4912,4021
4703,-4912,4025
4704,-4912,4028
4705,-4912,4032
4706,-4912,4035
4707,-4912,4039
4708,-4912,4043
4709,-4912,4046
4710,-4912,4050
4711,-4912,4053
4712,-4912,4058
4713,-4912,4062
4714,-4912,4065
4715,-4912,4069
4716,-4912,4072
4717,-4912,4076
4718,-4912,4080
4719,-4912,4083
4720,-4912,4087
4721,-4912,4090
4722,-4912,4094
4723,-4912,4098
4724,-4912,4101
4725,-4912,4105
4726,-4912,4108
4727,-4912,4112
4728,-4912,4116
4729,-4912,4119
4730,-4912,4123
4731,-4912,4126
4732,-4912,4130
4733,-4912,4134
4734,-4912,4137
4735,-4912,4141
4736,-4912,4144
4737,-4912,4148
4738,-4912,4152
4739,-4912,4155
4740,-4912,4159
4741,-4912,4162
4742,-4912,4166
4743,-4912,4170
4744,-4912,4173
4745,-4912,4177
4746,-4912,4180
4747,-4912,4184
4748,-4912,4188
4749,-4912,4190
4750,-4912,4194
4751,-4912,4197
4752,-4912,4201
4753,-4912,4205
4754,-4912,4208
4755,-4912,4212
4756,-4912,4215
4757,-4912,4219
4758,-4912,4223
4759,-4912,4225
4760,-4912,4229
4761,-4912,4232
4762,-4912,4236
4763,-4912,4240
4764,-4912,4243
4765,-4912,4247
4766,-4912,4250
4767,-4912,4253
4768,-4912,4257
4769,-4912,4260
4770,-4912,4264
4771,-4912,4267
4772,-4912,4271
4773,-4912,4274
4774,-4912,4277
4775,-4912,4281
4776,-4912,4284
4777,-4912,4288
4778,-4912,4291
4779,-4912,4294
4780,-4912,4298
4781,-4912,4301
4782,-4912,4305
4783,-4912,4308
4784,-4912,4311
4785,-4912,4315
4786,-4912,4318
4787,-4912,4321
4788,-4912,4325
4789,-4912,4328
4790,-4912,4332
4791,-4912,4335
4792,-4912,4338
4793,-4912,4342
4794,-4912,4345
4795,-4912,4348
4796,-4912,4351
4797,-4912,4355
4798,-4912,4359
4799,-4912,4361
4800,-4912,4365
4801,-4912,4368
4802,-4912,4371
4803,-4912,4375
4804,-4912,4378
4805,-4912,4381
4806,-4912,4384
4807,-4912,4388
4808,-4912,4391
4809,-4912,4394
4810,-4912,4398
4811,-4912,4401
4812,-4912,4404
4813,-4912,4408
4814,-4912,4410
4815,-4912,4414
4816,-4912,4417
4817,-4912,4420
4818,-4912,4424
4819,-4912,4427
4820,-4912,4430
4821,-4912,4433
4822,-4912,4436
4823,-4912,4440
4824,-4912,4443
4825,-4912,4446
4826,-4912,4449
4827,-4912,4452
4828,-4912,4456
4829,-4912,4459
4830,-4912,4462
4831,-4912,4465
4832,-4912,4468
4833,-4912,4472
4834,-4912,4474
4835,-4912,4478
4836,-4912,4480
4837,-4912,4484
4838,-4912,4487
4839,-4912,4490
4840,-4912,4493
4841,-4912,4496
4842,-4912,4500
4843,-4912,4503
4844,-4912,4506
4845,-4912,4509
4846,-4912,4512
4847,-4912,4515
4848,-4912,4518
4849,-4912,4521
4850,-4912,4524
4851,-4912,4527
4852,-4912,4530
4853,-4912,4534
4854,-4912,4536
4855,-4912,4540
4856,-4912,4542
4857,-4912,4546
4858,-4912,4549
4859,-4912,4552
4860,-4912,4555
4861,-4912,4557
4862,-4912,4561
4863,-4912,4564
4864,-4912,4567
4865,-4912,4570
4866,-4912,4572
4867,-4912,4576
4868,-4912,4579
4869,-4912,4582
4870,-4912,4585
4871,-4912,4587
4872,-4912,4591
4873,-4912,4594
4874,-4912,4596
4875,-4912,4600
4876,-4912,4602
4877,-4912,4605
4878,-4912,4609
4879,-4912,4611
4880,-4912,4614
4881,-4912,4617
4882,-4912,4620
4883,-4912,4623
4884,-4912,4626
4885,-4912,4629
4886,-4912,4631
4887,-4912,4635
4888,-4912,4638
4889,-4912,4640
4890,-4912,4643
4891,-4912,4646
4892,-4912,4649
4893,-4912,4652
4894,-4912,4655
4895,-4912,4658
4896,-4912,4660
4897,-4912,4663
4898,-4912,4666
4899,-4912,4669
4900,-4912,4672
4901,-4912,4674
4902,-4912,4677
4903,-4912,4680
4904,-4912,4683
4905,-4912,4686
4906,-4912,4688
4907,-4912,4691
4908,-4912,4694
4909,-4912,4697
4910,-4912,4700
4911,-4912,4702
4912,-4912,4705
4913,-4912,4708
4914,-4912,4711
4915,-4912,4714
4916,-4912,4716
4917,-4912,4719
4918,-4912,4722
4919,-4912,4724
4920,-4912,4727
4921,-4912,4730
4922,-4912,4733
4923,-4912,4736
4924,-4912,4738
4925,-4912,4741
4926,-4912,4743
4927,-4912,4746
4928,-4912,4749
4929,-4912,4751
4930,-4912,4754
4931,-4912,4757
4932,-4912,4759
4933,-4912,4762
4934,-4912,4765
4935,-4912,4768
4936,-4912,4770
4937,-4912,4773
4938,-4912,4776
4939,-4912,4778
4940,-4912,4781
4941,-4912,4783
4942,-4912,4786
4943,-4912,4789
4944,-4912,4791
4945,-4912,4794
4946,-4912,4796
4947,-4912,4799
4948,-4912,4802
4949,-4912,4804
4950,-4912,4807
4951,-4912,4809
4952,-4912,4812
4953,-4912,4814
4954,-4912,4817
4955,-4912,4819
4956,-4912,4821
4957,-4912,4824
4958,-4912,4827
4959,-4912,4829
4960,-4912,4832
4961,-4912,4834
4962,-4912,4837
4963,-4912,4840
4964,-4912,4842
4965,-4912,4844
4966,-4912,4847
4967,-4912,4849
4968,-4912,4852
4969,-4912,4854
4970,-4912,4857
4971,-4912,4859
4972,-4912,4862
4973,-4912,4864
4974,-4912,4866
4975,-4912,4869
4976,-4912,4871
4977,-4912,4874
4978,-4912,4876
4979,-4912,4878
4980,-4912,4881
4981,-4912,4883
4982,-4912,4886
4983,-4912,4888
4984,-4912,4890
4985,-4912,4893
4986,-4912,4895
4987,-4912,4898
4988,-4912,4900
4989,-4912,4902
4990,-4912,4905
4991,-4912,4907
4992,-4912,4909
4993,-4912,4912
4994,-4912,4914
4995,-4912,4916
4996,-4912,4918
4997,-4912,4921
4998,-4912,4923
4999,-4912,4925
5000,-4912,4928
5001,-4912,4930
5002,-4912,4932
5003,-4912,4935
5004,-4912,4937
5005,-4912,4939
5006,-4912,4941
5007,-4912,4944
5008,-4912,4946
5009,-4912,4948
5010,-4912,4951
5011,-4912,4952
5012,-4912,4955
5013,-4912,4957
5014,-4912,4959
5015,-4912,4962
5016,-4912,4963
5017,-4912,4966
5018,-4912,4968
5019,-4912,4970
5020,-4912,4973
5021,-4912,4974
5022,-4912,4977
5023,-4912,4979
5024,-4912,4981
5025,-4912,4983
5026,-4912,4985
5027,-4912,4988
5028,-4912,4990
5029,-4912,4992
5030,-4912,4994
5031,-4912,4996
5032,-4912,4998
5033,-4912,5001
5034,-4912,5002
5035,-4912,5005
5036,-4912,5006
5037,-4912,5009
