Senser01,Senser02,Senser03,Senser04
9466,-7,-2370,0
9474,-7,-2343,0
9482,-7,-2314,0
9490,-7,-2289,0
9498,-7,-2262,0
9504,-7,-2240,0
9510,-7,-2216,0
9517,-7,-2193,0
9524,-7,-2169,0
9531,-7,-2141,0
9539,-7,-2111,0
9548,-7,-2079,0
9555,-7,-2050,0
9564,-7,-2016,0
9572,-7,-1982,0
9580,-7,-1948,0
9588,-7,-1912,0
9596,-7,-1879,0
9604,-7,-1844,0
9612,-7,-1810,0
9619,-7,-1775,0
9627,-7,-1742,0
9635,-7,-1708,0
9643,-7,-1671,0
9651,-7,-1636,0
9658,-7,-1602,0
9666,-7,-1568,0
9674,-7,-1534,0
9681,-7,-1501,0
9688,-7,-1469,0
9695,-7,-1435,0
9702,-7,-1403,0
9710,-7,-1369,0
9716,-7,-1339,0
9722,-7,-1312,0
9730,-7,-1281,0
9736,-7,-1250,0
9744,-7,-1218,0
9752,-7,-1184,0
9759,-7,-1149,0
9768,-7,-1111,0
9776,-7,-1076,0
9784,-7,-1042,0
9792,-7,-1003,0
9801,-7,-963,0
9809,-6,-928,0
9817,-5,-893,0
9824,-5,-860,0
9832,-4,-826,0
9840,-4,-791,0
9848,-4,-758,0
9856,-4,-723,0
9864,-3,-689,0
9872,-3,-654,0
9880,-3,-618,0
9889,-3,-581,0
9898,-3,-544,0
9906,-3,-508,0
9915,-3,-469,0
9924,-3,-432,0
9932,-3,-396,0
9940,-3,-362,0
9948,-3,-329,0
9956,-3,-296,0
9964,-3,-269,0
9970,-3,-239,0
9977,-3,-211,0
9984,-3,-182,0
9992,-3,-149,0
10000,-3,-115,0
10009,-3,-82,0
10018,-3,-47,0
10026,-3,-11,0
10034,-3,21,0
10043,-3,55,0
10050,-3,85,0
10058,-3,113,0
10066,-3,145,0
10073,-3,172,0
10081,-3,205,0
10089,-3,237,0
10097,-3,267,0
10105,-3,299,0
10114,-3,331,0
10122,-3,363,0
10130,-3,393,0
10138,-3,426,0
10146,-3,455,0
10155,-3,486,0
10163,-3,517,0
10171,-3,546,0
10179,-3,573,0
10186,-3,600,0
10193,-3,627,0
10200,-3,651,0
10207,-3,677,0
10215,-3,706,0
10222,-2,731,0
10230,-1,760,0
10238,-1,787,0
10246,-1,814,0
10254,0,841,0
10261,0,869,0
10269,1,895,0
10277,1,922,0
10285,2,947,0
10293,2,972,0
10300,2,997,0
10308,3,1023,0
10316,3,1049,0
10324,4,1073,0
10332,5,1100,0
10340,6,1126,0
10348,7,1151,0
10356,8,1177,0
10364,8,1201,0
10372,8,1225,0
10380,9,1248,0
10387,9,1270,0
10396,9,1295,0
10403,9,1317,0
10410,9,1338,0
10418,10,1358,0
10425,10,1379,0
10433,10,1401,0
10441,10,1424,0
10450,10,1447,0
10458,10,1470,0
10467,10,1492,0
10476,10,1516,0
10484,10,1538,0
10493,10,1559,0
10501,10,1579,0
10509,11,1598,0
10517,11,1618,0
10525,11,1636,0
10533,11,1654,0
10541,11,1674,0
10550,12,1692,0
10558,12,1712,0
10566,12,1731,0
10575,13,1750,0
10584,13,1769,0
10592,14,1785,0
10600,14,1801,0
10608,16,1818,0
10616,16,1833,0
10624,17,1850,0
10632,18,1865,0
10640,19,1878,0
10647,19,1891,0
10655,20,1906,0
10663,21,1919,0
10672,21,1932,0
10680,22,1948,0
10688,23,1960,0
10696,24,1973,0
10705,25,1987,0
10713,26,1999,0
10721,27,2011,0
10729,27,2022,0
10736,27,2031,0
10744,28,2043,0
10751,28,2051,0
10758,28,2061,0
10765,29,2071,0
10773,29,2080,0
10781,29,2090,0
10789,30,2099,0
10797,30,2109,0
10805,30,2117,0
10813,30,2126,0
10822,31,2132,0
10830,31,2141,0
10838,31,2149,0
10845,32,2156,0
10853,33,2164,0
10861,34,2170,0
10868,35,2173,0
10875,36,2179,0
10883,37,2186,0
10890,38,2191,0
10898,39,2195,0
10906,39,2200,0
10914,40,2205,0
10922,41,2210,0
10930,41,2212,0
10938,41,2217,0
10946,42,2220,0
10954,42,2224,0
10963,43,2228,0
10971,43,2230,0
10978,43,2232,0
10986,44,2234,0
10993,44,2238,0
11001,45,2240,0
11010,45,2243,0
11018,46,2245,0
11026,46,2247,0
11034,46,2249,0
11042,47,2251,0
11051,47,2251,0
11059,47,2252,0
11068,48,2253,0
11076,48,2255,0
11084,48,2256,0
11091,48,2257,0
11099,48,2257,0
11106,49,2257,0
11113,49,2258,0
11120,49,2258,0
11128,49,2258,0
11136,50,2258,0
11144,50,2258,0
11152,50,2258,0
11161,50,2259,0
11170,50,2259,0
11178,51,2259,0
11187,51,2259,0
11195,51,2259,0
11203,51,2259,0
11211,51,2259,0
11219,52,2259,0
11228,52,2259,0
11236,52,2259,0
11244,53,2259,0
11252,54,2258,0
11260,56,2257,0
11268,56,2254,0
11276,57,2253,0
11284,58,2252,0
11291,59,2251,0
11299,60,2249,0
11306,60,2247,0
11314,60,2245,0
11320,60,2243,0
11327,61,2240,0
11334,61,2239,0
11342,61,2235,0
11350,61,2232,0
11357,62,2230,0
11366,62,2226,0
11373,63,2222,0
11381,64,2218,0
11389,65,2213,0
11397,66,2210,0
11405,67,2204,0
11413,67,2198,0
11421,67,2192,0
11429,68,2187,0
11437,68,2180,0
11444,68,2173,0
11452,69,2167,0
11460,69,2159,0
11468,70,2152,0
11476,70,2144,0
11484,70,2134,0
11492,70,2127,0
11500,71,2118,0
11508,71,2109,0
11516,71,2099,0
11524,72,2090,0
11532,72,2080,0
11540,73,2071,0
11547,74,2060,0
11554,75,2052,0
11562,76,2041,0
11569,77,2031,0
11577,79,2019,0
11585,80,2007,0
11593,80,1993,0
11602,81,1980,0
11610,82,1968,0
11618,83,1953,0
11627,85,1939,0
11636,86,1925,0
11644,87,1910,0
11652,88,1895,0
11660,89,1880,0
11668,89,1867,0
11676,90,1852,0
11684,90,1834,0
11692,91,1819,0
11700,91,1802,0
11708,92,1786,0
11716,93,1769,0
11724,95,1752,0
11732,97,1734,0
11740,99,1716,0
11748,100,1698,0
11756,101,1679,0
11764,102,1660,0
11772,103,1642,0
11780,104,1625,0
11787,105,1606,0
11794,106,1588,0
11802,107,1569,0
11810,107,1549,0
11818,108,1528,0
11826,109,1509,0
11833,109,1490,0
11840,110,1472,0
11847,110,1453,0
11854,111,1434,0
11861,111,1417,0
11868,112,1398,0
11875,114,1379,0
11882,116,1359,0
11890,119,1338,0
11897,120,1315,0
11904,121,1293,0
11912,122,1271,0
11920,124,1247,0
11928,126,1221,0
11937,127,1195,0
11945,128,1170,0
11953,128,1143,0
11962,129,1115,0
11970,130,1090,0
11978,130,1062,0
11986,131,1033,0
11994,132,1007,0
12002,134,980,0
12010,138,953,0
12018,140,927,0
12026,140,901,0
12034,142,875,0
12041,143,851,0
12048,145,826,0
12056,147,800,0
12063,148,774,0
12070,149,750,0
12078,150,725,0
12085,151,698,0
12093,152,671,0
12100,154,644,0
12108,158,615,0
12116,160,588,0
12124,161,559,0
12132,163,529,0
12140,165,498,0
12149,167,466,0
12158,168,433,0
12166,169,400,0
12174,169,368,0
12183,170,334,0
12192,171,302,0
12200,172,270,0
12208,174,236,0
12216,178,203,0
12225,180,170,0
12233,181,138,0
12241,182,107,0
12249,183,74,0
12257,185,44,0
12265,186,11,0
12273,187,-22,0
12281,188,-54,0
12289,189,-88,0
12297,190,-121,0
12306,190,-154,0
12314,191,-188,0
12322,193,-222,0
12330,198,-254,0
12338,200,-288,0
12346,201,-322,0
12354,204,-354,0
12361,206,-388,0
12370,208,-421,0
12378,209,-456,0
12386,211,-490,0
12394,217,-526,0
12402,222,-560,0
12410,227,-594,0
12418,230,-629,0
12425,237,-663,0
12433,244,-697,0
12440,250,-729,0
12448,260,-766,0
12456,268,-797,0
12463,281,-829,0
12470,293,-861,0
12478,311,-894,0
12486,330,-929,0
12494,351,-964,0
12502,372,-1000,0
12510,398,-1034,0
12518,422,-1070,0
12526,448,-1106,0
12534,472,-1141,0
12541,502,-1175,0
12549,529,-1211,0
12557,560,-1247,0
12565,589,-1281,0
12572,619,-1316,0
12580,648,-1351,0
12588,679,-1387,0
12596,709,-1422,0
12604,744,-1460,0
12612,776,-1496,0
12620,809,-1533,0
12628,846,-1569,0
12636,881,-1607,0
12644,915,-1642,0
12652,952,-1680,0
12660,990,-1716,0
12668,1029,-1753,0
12676,1066,-1790,0
12684,1103,-1827,0
12692,1138,-1861,0
12700,1171,-1896,0
12708,1210,-1932,0
12716,1248,-1967,0
12724,1286,-2001,0
12732,1321,-2034,0
12740,1359,-2067,0
12749,1398,-2098,0
12757,1432,-2129,0
12765,1471,-2160,0
12773,1511,-2190,0
12781,1549,-2219,0
12789,1588,-2248,0
12796,1622,-2274,0
12804,1660,-2301,0
12812,1700,-2328,0
12820,1739,-2355,0
12828,1779,-2381,0
12836,1818,-2407,0
12844,1858,-2431,0
12852,1896,-2454,0
12860,1938,-2479,0
12868,1978,-2501,0
12876,2016,-2522,0
12884,2056,-2545,0
12892,2093,-2566,0
12900,2131,-2587,0
12908,2171,-2607,0
12915,2210,-2627,0
12923,2248,-2646,0
12931,2286,-2662,0
12939,2323,-2681,0
12947,2360,-2698,0
12955,2399,-2716,0
12962,2431,-2732,0
12970,2470,-2748,0
12978,2509,-2766,0
12987,2548,-2780,0
12994,2586,-2793,0
13002,2621,-2807,0
13010,2659,-2820,0
13018,2691,-2831,0
13026,2730,-2844,0
13034,2767,-2854,0
13042,2803,-2867,0
13050,2840,-2875,0
13058,2872,-2886,0
13066,2909,-2891,0
13074,2947,-2899,0
13081,2982,-2907,0
13089,3017,-2912,0
13097,3050,-2919,0
13105,3087,-2927,0
13113,3122,-2931,0
13121,3158,-2938,0
13129,3190,-2944,0
13137,3227,-2948,0
13145,3260,-2953,0
13153,3291,-2956,0
13160,3327,-2960,0
13168,3360,-2963,0
13176,3391,-2966,0
13184,3427,-2968,0
13192,3460,-2969,0
13200,3491,-2972,0
13208,3527,-2973,0
13216,3560,-2976,0
13224,3590,-2979,0
13232,3625,-2981,0
13240,3654,-2983,0
13248,3688,-2987,0
13256,3720,-2988,0
13264,3749,-2989,0
13272,3782,-2992,0
13280,3810,-2994,0
13288,3844,-2997,0
13296,3871,-3000,0
13304,3905,-3001,0
13312,3931,-3005,0
13320,3966,-3007,0
13328,3993,-3008,0
13336,4026,-3011,0
13344,4052,-3014,0
13352,4084,-3017,0
13360,4110,-3020,0
13368,4140,-3021,0
13376,4167,-3024,0
13384,4191,-3027,0
13391,4220,-3028,0
13399,4247,-3028,0
13407,4271,-3030,0
13415,4300,-3033,0
13423,4326,-3034,0
13431,4350,-3037,0
13439,4374,-3039,0
13447,4401,-3041,0
13455,4426,-3044,0
13463,4448,-3047,0
13471,4470,-3048,0
13478,4492,-3049,0
13486,4519,-3051,0
13494,4541,-3053,0
13502,4563,-3055,0
13510,4586,-3058,0
13518,4607,-3060,0
13525,4628,-3061,0
13533,4649,-3065,0
13541,4669,-3067,0
13548,4690,-3068,0
13556,4710,-3068,0
13564,4730,-3071,0
13572,4749,-3073,0
13579,4769,-3074,0
13587,4788,-3076,0
13595,4807,-3077,0
13602,4826,-3079,0
13610,4843,-3079,0
13618,4861,-3080,0
13626,4879,-3080,0
13634,4893,-3080,0
13641,4911,-3080,0
13649,4929,-3081,0
13657,4946,-3081,0
13665,4961,-3082,0
13673,4977,-3083,0
13682,4990,-3086,0
13690,5008,-3087,0
13698,5022,-3088,0
13706,5035,-3089,0
13713,5049,-3091,0
13721,5064,-3093,0
13729,5076,-3096,0
13737,5089,-3099,0
13745,5103,-3101,0
13753,5112,-3107,0
13761,5127,-3108,0
13769,5139,-3112,0
13777,5149,-3115,0
13785,5161,-3118,0
13792,5170,-3119,0
13800,5182,-3120,0
13808,5190,-3120,0
13816,5201,-3120,0
13824,5209,-3120,0
13832,5219,-3120,0
13840,5227,-3120,0
13848,5232,-3120,0
13856,5243,-3120,0
13864,5250,-3120,0
13872,5259,-3120,0
13880,5266,-3120,0
13888,5270,-3120,0
13896,5278,-3120,0
13904,5284,-3120,0
13911,5289,-3120,0
13919,5291,-3120,0
13927,5300,-3120,0
13934,5304,-3120,0
13942,5308,-3120,0
13950,5310,-3120,0
13958,5313,-3120,0
13966,5320,-3120,0
13974,5322,-3120,0
13982,5325,-3120,0
13990,5327,-3120,0
13998,5329,-3120,0
14006,5330,-3120,0
14014,5330,-3120,0
14022,5331,-3120,0
14030,5331,-3120,0
14038,5332,-3120,0
14046,5332,-3120,0
14053,5333,-3120,0
14061,5333,-3120,0
14068,5333,-3120,0
14076,5333,-3120,0
14084,5333,-3120,0
14092,5333,-3120,0
14100,5333,-3120,0
14108,5333,-3120,0
14116,5332,-3120,0
14124,5331,-3120,0
14132,5330,-3120,0
14140,5329,-3120,0
14147,5328,-3120,0
14155,5325,-3120,0
14162,5322,-3120,0
14170,5319,-3120,0
14178,5312,-3120,0
14186,5310,-3120,0
14194,5307,-3121,0
14202,5302,-3121,0
14210,5295,-3121,0
14217,5291,-3121,0
14224,5287,-3121,0
14232,5281,-3121,0
14240,5272,-3122,0
14248,5269,-3122,0
14255,5262,-3122,0
14262,5252,-3123,0
14270,5249,-3123,0
14277,5242,-3123,0
14284,5231,-3123,0
14292,5225,-3123,0
14300,5214,-3123,0
14308,5208,-3123,0
14316,5196,-3123,0
14324,5188,-3123,0
14332,5176,-3123,0
14340,5167,-3123,0
14349,5152,-3123,0
14358,5143,-3123,0
14366,5130,-3123,0
14374,5116,-3123,0
14382,5105,-3123,0
14391,5090,-3123,0
14399,5076,-3123,0
14408,5064,-3123,0
14416,5049,-3123,0
14424,5032,-3123,0
14432,5021,-3123,0
14440,5005,-3123,0
14448,4989,-3123,0
14456,4972,-3123,0
14463,4957,-3123,0
14471,4942,-3123,0
14478,4927,-3123,0
14486,4909,-3123,0
14494,4891,-3123,0
14502,4873,-3123,0
14509,4860,-3123,0
14516,4842,-3123,0
14524,4823,-3123,0
14532,4805,-3123,0
14540,4786,-3123,0
14548,4766,-3123,0
14556,4746,-3123,0
14564,4726,-3123,0
14572,4705,-3123,0
14580,4684,-3123,0
14588,4663,-3123,0
14596,4641,-3123,0
14604,4620,-3123,0
14612,4594,-3123,0
14620,4572,-3123,0
14628,4550,-3123,0
14636,4528,-3124,0
14644,4505,-3124,0
14652,4481,-3125,0
14660,4454,-3125,0
14668,4431,-3125,0
14676,4408,-3125,0
14684,4382,-3125,0
14692,4355,-3125,0
14700,4331,-3125,0
14708,4306,-3125,0
14715,4280,-3125,0
14723,4252,-3125,0
14731,4228,-3125,0
14738,4202,-3125,0
14746,4172,-3125,0
14754,4148,-3125,0
14762,4121,-3125,0
14770,4091,-3125,0
14778,4063,-3125,0
14786,4032,-3125,0
14794,4006,-3125,0
14802,3974,-3125,0
14810,3948,-3125,0
14818,3919,-3125,0
14826,3890,-3125,0
14834,3861,-3126,0
14841,3830,-3126,0
14850,3801,-3126,0
14858,3769,-3126,0
14866,3737,-3126,0
14874,3707,-3126,0
14882,3672,-3126,0
14890,3642,-3126,0
14898,3609,-3126,0
14906,3572,-3126,0
14915,3542,-3126,0
14923,3508,-3126,0
14931,3472,-3126,0
14939,3441,-3126,0
14947,3407,-3126,0
14954,3371,-3126,0
14962,3341,-3126,0
14970,3307,-3126,0
14978,3272,-3126,0
14986,3242,-3126,0
14993,3209,-3126,0
15000,3175,-3126,0
15008,3144,-3126,0
15016,3110,-3126,0
15024,3073,-3126,0
15032,3041,-3126,0
15040,3008,-3126,0
15048,2972,-3126,0
15055,2939,-3127,0
15063,2904,-3127,0
15071,2869,-3127,0
15079,2831,-3127,0
15086,2794,-3127,0
15094,2761,-3127,0
15102,2724,-3127,0
15110,2689,-3127,0
15118,2651,-3127,0
15126,2613,-3127,0
15133,2580,-3127,0
15141,2543,-3127,0
15149,2508,-3127,0
15157,2470,-3127,0
15164,2432,-3127,0
15172,2396,-3127,0
15180,2361,-3128,0
15188,2324,-3128,0
15195,2288,-3128,0
15203,2249,-3128,0
15211,2210,-3128,0
15219,2171,-3128,0
15226,2131,-3128,0
15234,2092,-3128,0
15242,2052,-3128,0
15250,2013,-3128,0
15258,1974,-3128,0
15266,1935,-3128,0
15274,1896,-3128,0
15282,1860,-3128,0
15290,1821,-3128,0
15298,1782,-3128,0
15306,1743,-3128,0
15313,1704,-3128,0
15321,1666,-3128,0
15328,1627,-3128,0
15336,1588,-3128,0
15344,1549,-3128,0
15352,1509,-3128,0
15360,1470,-3128,0
15368,1430,-3129,0
15376,1392,-3129,0
15383,1355,-3129,0
15391,1320,-3129,0
15398,1282,-3129,0
15406,1245,-3129,0
15414,1209,-3129,0
15422,1170,-3129,0
15430,1131,-3129,0
15438,1093,-3130,0
15445,1058,-3130,0
15453,1021,-3130,0
15461,982,-3130,0
15469,947,-3130,0
15477,910,-3131,0
15485,872,-3131,0
15492,841,-3131,0
15500,808,-3131,0
15508,772,-3131,0
15516,741,-3131,0
15523,708,-3131,0
15530,672,-3131,0
15538,645,-3131,0
15544,615,-3131,0
15551,589,-3132,0
15558,561,-3132,0
15566,530,-3132,0
15573,502,-3132,0
15581,473,-3132,0
15589,449,-3132,0
15597,425,-3132,0
15605,399,-3132,0
15613,372,-3132,0
15621,351,-3132,0
15629,330,-3132,0
15637,310,-3132,0
15645,291,-3132,0
15652,271,-3132,0
15660,252,-3132,0
15668,240,-3132,0
15676,226,-3132,0
15684,212,-3132,0
15692,203,-3132,0
15700,191,-3132,0
15708,182,-3132,0
15716,171,-3132,0
15724,166,-3133,0
15732,160,-3133,0
15740,152,-3133,0
15748,149,-3133,0
15755,144,-3133,0
15763,139,-3133,0
15771,132,-3133,0
15779,130,-3133,0
15786,127,-3133,0
15794,123,-3133,0
15802,121,-3133,0
15810,114,-3133,0
15818,111,-3133,0
15826,110,-3133,0
15834,108,-3133,0
15842,105,-3133,0
15850,102,-3133,0
15858,100,-3133,0
15865,94,-3133,0
15873,92,-3133,0
15881,91,-3133,0
15888,90,-3133,0
15896,89,-3134,0
15904,87,-3134,0
15912,85,-3134,0
15920,83,-3134,0
15928,81,-3134,0
15936,80,-3135,0
15944,77,-3135,0
15952,74,-3135,0
15960,72,-3135,0
15967,71,-3135,0
15975,70,-3135,0
15983,69,-3135,0
15990,68,-3135,0
15998,66,-3135,0
16006,64,-3135,0
16014,62,-3135,0
16022,60,-3135,0
16029,55,-3135,0
16037,53,-3135,0
16044,51,-3135,0
16052,50,-3135,0
16060,49,-3135,0
16068,47,-3135,0
16076,44,-3135,0
16082,42,-3135,0
16090,40,-3135,0
16096,35,-3135,0
16104,32,-3135,0
16112,31,-3135,0
16120,29,-3135,0
16128,27,-3135,0
16136,24,-3135,0
16144,21,-3135,0
16152,17,-3135,0
16160,12,-3135,0
16169,11,-3135,0
16178,9,-3135,0
16186,6,-3135,0
16193,3,-3135,0
16201,1,-3135,0
16209,-1,-3135,0
16218,-6,-3135,0
16226,-8,-3135,0
16234,-9,-3135,0
16242,-10,-3135,0
16250,-11,-3135,0
16258,-13,-3135,0
16266,-15,-3135,0
16274,-17,-3135,0
16282,-19,-3135,0
16289,-22,-3135,0
16297,-26,-3135,0
16305,-28,-3135,0
16312,-29,-3134,0
16320,-30,-3134,0
16328,-31,-3134,0
16335,-31,-3134,0
16342,-33,-3134,0
16350,-34,-3134,0
16358,-36,-3134,0
16366,-38,-3134,0
16374,-38,-3133,0
16382,-39,-3133,0
16390,-40,-3133,0
16399,-41,-3133,0
16406,-43,-3133,0
16415,-45,-3132,0
16423,-47,-3132,0
16431,-48,-3132,0
16439,-49,-3132,0
16447,-49,-3132,0
16454,-50,-3132,0
16463,-50,-3132,0
16471,-51,-3132,0
16479,-51,-3132,0
16487,-52,-3132,0
16495,-52,-3132,0
16503,-53,-3132,0
16511,-54,-3132,0
16519,-55,-3132,0
16527,-55,-3132,0
16535,-56,-3132,0
16543,-57,-3132,0
16550,-57,-3132,0
16558,-58,-3132,0
16566,-58,-3132,0
16574,-58,-3132,0
16581,-58,-3132,0
16589,-58,-3132,0
16597,-58,-3132,0
16605,-58,-3132,0
16613,-58,-3132,0
16620,-58,-3132,0
16628,-58,-3132,0
16636,-58,-3132,0
16644,-58,-3132,0
16651,-58,-3132,0
16659,-57,-3132,0
16666,-57,-3132,0
16674,-56,-3132,0
16682,-55,-3132,0
16690,-55,-3132,0
16698,-54,-3132,0
16706,-53,-3132,0
16714,-53,-3132,0
16721,-53,-3132,0
16729,-52,-3132,0
16737,-52,-3132,0
16745,-51,-3132,0
16754,-51,-3132,0
16761,-51,-3132,0
16769,-50,-3132,0
16778,-50,-3132,0
16785,-49,-3132,0
16793,-49,-3132,0
16800,-49,-3132,0
16808,-49,-3132,0
16816,-48,-3131,0
16824,-48,-3131,0
16832,-48,-3131,0
16839,-48,-3131,0
16847,-47,-3131,0
16854,-47,-3130,0
16862,-47,-3130,0
16869,-47,-3130,0
16877,-47,-3130,0
16885,-47,-3130,0
16892,-46,-3130,0
16901,-46,-3130,0
16909,-46,-3130,0
16916,-45,-3130,0
16925,-45,-3130,0
16933,-45,-3130,0
16941,-45,-3130,0
16949,-45,-3130,0
16957,-45,-3130,0
16965,-45,-3130,0
16973,-45,-3130,0
16981,-45,-3130,0
16989,-45,-3130,0
16997,-45,-3130,0
17005,-45,-3130,0
17013,-45,-3130,0
17021,-45,-3130,0
17028,-45,-3130,0
17036,-45,-3130,0
17044,-45,-3130,0
17052,-45,-3130,0
17059,-44,-3130,0
17067,-43,-3129,0
17075,-42,-3129,0
17082,-41,-3129,0
17090,-41,-3129,0
17098,-40,-3129,0
17106,-39,-3129,0
17113,-39,-3129,0
17121,-38,-3129,0
17128,-36,-3129,0
17136,-35,-3129,0
17144,-34,-3129,0
17151,-33,-3129,0
17158,-33,-3129,0
17166,-32,-3129,0
17174,-32,-3129,0
17181,-31,-3129,0
17189,-31,-3129,0
17197,-31,-3129,0
17205,-30,-3129,0
17213,-30,-3129,0
17220,-30,-3129,0
17228,-29,-3129,0
17236,-29,-3129,0
17244,-29,-3129,0
17251,-29,-3129,0
17259,-29,-3129,0
17267,-28,-3129,0
17275,-28,-3129,0
17283,-28,-3129,0
17291,-28,-3129,0
17299,-28,-3129,0
17307,-27,-3129,0
17315,-26,-3129,0
17323,-25,-3129,0
17331,-25,-3129,0
17338,-24,-3129,0
17346,-24,-3129,0
17354,-23,-3129,0
17360,-23,-3129,0
17368,-22,-3129,0
17376,-22,-3129,0
17384,-22,-3129,0
17391,-22,-3129,0
17399,-22,-3129,0
17406,-22,-3128,0
17414,-22,-3128,0
17422,-22,-3128,0
17430,-22,-3128,0
17438,-22,-3128,0
17446,-21,-3128,0
17454,-21,-3128,0
17461,-21,-3128,0
17468,-21,-3128,0
17476,-20,-3128,0
17484,-20,-3128,0
17492,-20,-3128,0
17499,-20,-3128,0
17507,-20,-3128,0
17515,-20,-3128,0
17524,-20,-3128,0
17531,-20,-3128,0
17539,-20,-3128,0
17547,-20,-3128,0
17555,-20,-3128,0
17563,-20,-3128,0
17570,-20,-3128,0
17578,-20,-3128,0
17586,-19,-3128,0
17594,-19,-3128,0
17602,-19,-3127,0
17610,-19,-3127,0
17617,-19,-3127,0
17625,-19,-3127,0
17633,-19,-3126,0
17641,-19,-3126,0
17648,-19,-3126,0
17656,-19,-3126,0
17662,-19,-3126,0
17670,-19,-3126,0
17677,-19,-3126,0
17685,-18,-3126,0
17692,-18,-3126,0
17700,-17,-3126,0
17708,-17,-3126,0
17716,-16,-3126,0
17723,-15,-3126,0
17731,-14,-3126,0
17740,-14,-3126,0
17748,-13,-3126,0
17756,-13,-3126,0
17763,-13,-3126,0
17771,-13,-3126,0
17779,-12,-3126,0
17787,-12,-3126,0
17795,-12,-3126,0
17803,-12,-3126,0
17811,-12,-3126,0
17819,-12,-3126,0
17827,-12,-3126,0
17835,-12,-3126,0
17843,-12,-3126,0
17851,-12,-3126,0
17859,-12,-3126,0
17867,-12,-3126,0
17875,-12,-3126,0
17882,-12,-3126,0
17890,-12,-3126,0
17898,-12,-3126,0
17906,-12,-3126,0
17914,-12,-3126,0
17921,-12,-3126,0
17928,-12,-3126,0
17936,-12,-3126,0
17944,-12,-3126,0
17952,-12,-3126,0
17960,-12,-3126,0
17968,-12,-3126,0
17977,-12,-3126,0
17986,-12,-3126,0
17994,-12,-3126,0
18002,-12,-3126,0
18010,-12,-3126,0
18017,-12,-3126,0
18025,-12,-3126,0
18032,-12,-3126,0
18040,-12,-3126,0
18048,-12,-3126,0
18055,-12,-3126,0
18063,-12,-3125,0
18071,-12,-3125,0
18079,-12,-3125,0
18087,-12,-3125,0
18095,-12,-3125,0
18103,-12,-3125,0
18110,-12,-3125,0
18118,-12,-3125,0
18125,-12,-3125,0
18133,-12,-3125,0
18140,-12,-3125,0
18147,-12,-3125,0
18155,-12,-3125,0
18163,-12,-3125,0
18170,-12,-3125,0
18178,-12,-3124,0
18186,-12,-3124,0
18194,-12,-3124,0
18202,-12,-3123,0
18210,-12,-3123,0
18218,-12,-3123,0
18226,-12,-3123,0
18235,-12,-3123,0
18242,-12,-3123,0
18250,-11,-3123,0
18258,-11,-3123,0
18265,-11,-3123,0
18273,-11,-3123,0
18281,-11,-3123,0
18289,-11,-3123,0
18297,-11,-3123,0
18305,-11,-3123,0
18313,-11,-3123,0
18322,-11,-3123,0
18330,-11,-3123,0
18338,-11,-3123,0
18346,-11,-3123,0
18352,-11,-3123,0
18359,-11,-3123,0
18366,-11,-3123,0
18374,-11,-3123,0
18382,-11,-3123,0
18389,-11,-3123,0
18398,-11,-3123,0
18406,-11,-3123,0
18414,-11,-3123,0
18422,-11,-3123,0
18430,-11,-3123,0
18438,-10,-3123,0
18447,-10,-3123,0
18455,-10,-3123,0
18464,-10,-3123,0
18471,-10,-3122,0
18478,-10,-3122,0
18486,-10,-3121,0
18493,-10,-3118,0
18501,-10,-3114,0
18508,-10,-3110,0
18516,-10,-3109,0
18524,-10,-3103,0
18532,-10,-3101,0
18540,-10,-3097,0
18548,-10,-3094,0
18555,-10,-3091,0
18563,-10,-3089,0
18570,-10,-3089,0
18578,-10,-3086,0
18585,-10,-3083,0
18592,-10,-3082,0
18600,-10,-3081,0
18607,-10,-3079,0
18614,-10,-3078,0
18622,-10,-3077,0
18629,-10,-3076,0
18637,-10,-3076,0
18645,-10,-3076,0
18654,-10,-3076,0
18662,-10,-3076,0
18670,-10,-3076,0
18678,-10,-3076,0
18687,-10,-3076,0
18695,-10,-3076,0
18703,-10,-3077,0
18711,-10,-3079,0
18718,-10,-3080,0
18726,-10,-3081,0
18733,-10,-3082,0
18742,-10,-3082,0
18749,-10,-3082,0
18757,-10,-3082,0
18765,-10,-3080,0
18773,-10,-3078,0
18780,-10,-3076,0
18788,-10,-3074,0
18796,-10,-3072,0
18804,-10,-3070,0
18812,-10,-3069,0
18820,-10,-3069,0
18828,-10,-3066,0
18836,-10,-3063,0
18843,-10,-3061,0
18851,-10,-3059,0
18858,-10,-3056,0
18867,-10,-3054,0
18875,-10,-3051,0
18883,-10,-3050,0
18890,-10,-3049,0
18898,-10,-3048,0
18906,-10,-3045,0
18914,-10,-3042,0
18922,-10,-3041,0
18929,-10,-3037,0
18938,-10,-3035,0
18946,-10,-3033,0
18954,-10,-3030,0
18962,-10,-3029,0
18970,-10,-3028,0
18978,-10,-3025,0
18987,-10,-3022,0
18995,-10,-3020,0
19003,-10,-3017,0
19011,-10,-3015,0
19019,-10,-3012,0
19027,-10,-3010,0
19034,-10,-3009,0
19042,-10,-3008,0
19050,-9,-3004,0
19058,-9,-3002,0
19066,-9,-3000,0
19073,-9,-2997,0
19081,-9,-2995,0
19089,-9,-2993,0
19097,-9,-2990,0
19105,-9,-2989,0
19113,-9,-2989,0
19121,-9,-2986,0
19129,-9,-2982,0
19136,-9,-2980,0
19144,-9,-2976,0
